Year,Month,Day,Hour,Minute,Second,Longitude,Latitude,Code,Depth,Code,Mb,code,Ms1,Code,Ms2,Code,Mw,Code,MD,Code,ML,Code,Mweq,Code
2010,10,21,17,53,11.5,-109.41,24.65,47,8,47,6.1,90,6.9,67,0,0,6.7,78,0,0,0,0,6.7,164
2010,10,28,2,22,25,-108.426,23.178,0,10,0,0,0,0,0,0,0,5.6,156,0,0,0,0,5.6,164
2010,10,31,11,13,0,-104.56,18.64,0,5,0,0,0,3.4,132,0,0,0,0,0,0,0,0,4.7,165
2010,11,7,17,32,0,-108.43,22.44,0,15,0,0,0,3.8,132,0,0,0,0,0,0,0,0,4.8,165
2010,11,11,11,8,0,-102.4,17.13,0,16,0,0,0,3.8,132,0,0,0,0,0,0,0,0,4.8,165
2010,11,13,3,0,23,-90.036,15.687,0,2.7,0,4.2,123,0,0,0,0,0,0,0,0,0,0,4.3,166
2010,11,15,5,3,0,-91.94,16.42,0,9,0,0,0,3.2,132,0,0,0,0,0,0,0,0,4.7,165
2010,11,26,22,13,46,-95.89,16.203,0,18.3,0,4.7,123,0,0,0,0,0,0,0,0,0,0,5,166
2010,11,28,14,0,0,-93.22,14.17,0,20,0,0,0,5,132,0,0,0,0,0,0,0,0,5.3,165
2010,12,14,6,13,0,-98.58,19.73,0,1,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2010,12,17,4,12,9,-109.069,19.549,0,0.6,0,0,0,0,0,0,0,5.4,156,0,0,0,0,5.4,164
2010,12,19,7,41,0,-92.12,17.07,0,15,0,0,0,3.8,132,0,0,0,0,0,0,0,0,4.8,165
2010,12,20,17,21,0,-89.8,13.36,0,20,0,0,0,5.5,132,0,0,0,0,0,0,0,0,5.6,165
2010,12,20,17,21,25,-88.721,13.016,0,71.6,0,5.4,120,0,0,0,0,0,0,0,0,0,0,5.9,166
2010,12,23,12,37,0,-114.63,31.46,0,31,0,0,0,3.9,132,0,0,0,0,0,0,0,0,4.8,165
2010,12,26,16,49,0,-104.25,20.34,0,17,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2010,12,27,4,27,0,-112.13,26.9,0,16,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2010,12,27,5,58,0,-112.48,27.62,0,12,0,0,0,4.3,132,0,0,0,0,0,0,0,0,5,165
2010,12,28,5,5,0,-100.28,18.14,0,53,0,0,0,3.9,132,0,0,0,0,0,0,0,0,4.8,165
2010,12,30,9,17,0,-99.76,22.37,0,6,0,0,0,3.9,132,0,0,0,0,0,0,0,0,4.8,165
2011,1,3,18,11,20,-110.491,26.067,0,10,0,0,0,0,0,0,0,5,156,0,0,0,0,5,164
2011,1,11,9,55,0,-103.74,19.35,0,94,0,0,0,3.8,132,0,0,0,0,0,0,0,0,4.8,165
2011,1,22,1,27,0,-104.15,15.72,0,10,0,0,0,5.5,132,0,0,0,0,0,0,0,0,5.6,165
2011,1,23,5,46,0,-92.12,19.5,0,10,0,0,0,3.9,132,0,0,0,0,0,0,0,0,4.8,165
2011,1,29,17,9,0,-117.52,32.13,0,20,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2011,2,3,23,23,0,-116.45,31.25,0,10,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2011,2,4,17,32,0,-96.56,17.25,0,76,0,0,0,4.3,132,0,0,0,0,0,0,0,0,5,165
2011,2,8,7,20,0,-104.58,19.73,0,6,0,0,0,3.4,132,0,0,0,0,0,0,0,0,4.7,165
2011,2,13,1,19,0,-99.15,23.18,0,35,0,0,0,3.4,132,0,0,0,0,0,0,0,0,4.7,165
2011,2,16,17,23,25,-98.52,15.459,0,6.7,0,4.6,123,0,0,0,0,0,0,0,0,0,0,4.9,166
2011,2,19,14,57,0,-92.06,13.25,0,7,0,0,0,4.3,132,0,0,0,0,0,0,0,0,5,165
2011,2,19,14,57,8.3,-90.616,13.436,0,42.7,0,4.8,128,0,0,0,0,0,0,0,0,0,0,5.1,166
2011,2,20,5,48,0,-92.32,14.86,0,121,0,0,0,3.8,132,0,0,0,0,0,0,0,0,4.8,165
2011,2,20,8,58,0,-103.88,18.77,0,16,0,0,0,3.2,132,0,0,0,0,0,0,0,0,4.7,165
2011,2,21,14,29,10,-91.071,13.237,0,33,0,4.4,120,4,131,0,0,0,0,0,0,0,0,4.9,165
2011,2,22,9,32,0,-109.23,23.9,0,13,0,0,0,3.6,132,0,0,0,0,0,0,0,0,4.7,165
2011,2,25,13,7,27,-95.171,17.821,0,130.6,0,5.6,120,0,0,0,0,0,0,0,0,0,0,6.2,166
2011,3,1,21,46,42,-88.384,13.524,0,207.4,0,4.7,123,0,0,0,0,0,0,0,0,0,0,5,166
2011,3,8,19,9,0,-94.58,18.16,0,34,0,0,0,3.8,132,0,0,0,0,0,0,0,0,4.8,165
2011,3,9,13,8,0,-91.1,17.29,0,95,0,0,0,3.9,132,0,0,0,0,0,0,0,0,4.8,165
2011,3,12,11,21,0,-107.94,24.33,0,11,0,0,0,3.4,132,0,0,0,0,0,0,0,0,4.7,165
2011,3,12,11,30,29,-105.132,14.601,0,1,0,4.2,119,0,0,0,0,0,0,0,0,0,0,4.3,166
2011,3,12,12,51,0,-108.6,24.17,0,10,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2011,3,17,15,52,0,-96.04,17.96,0,120,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2011,3,21,8,23,0,-91.5,16.76,0,106,0,0,0,3.4,132,0,0,0,0,0,0,0,0,4.7,165
2011,3,27,6,20,55.6,-92.585,14.351,0,35,0,0,0,0,0,0,0,5.7,159,0,0,0,0,5.7,164
2011,3,29,11,30,19,-89.469,15.901,0,7.1,0,4.2,120,0,0,0,0,0,0,0,0,0,0,4.3,166
2011,3,30,22,26,32,-87.669,15.352,0,4.6,0,4.5,123,0,0,0,0,0,0,0,0,0,0,4.7,166
2011,4,2,14,55,0,-102.26,19.19,0,114,0,0,0,3.8,132,0,0,0,0,0,0,0,0,4.8,165
2011,4,7,13,11,22,-94.32,17.22,47,171,47,0,0,0,0,0,0,6.7,78,0,0,6.7,66,6.7,164
2011,4,7,20,41,52.3,-85.185,17.171,0,15,0,0,0,0,0,0,0,5.9,159,0,0,0,0,5.9,164
2011,4,10,9,25,0,-99.43,16.2,0,17,0,0,0,3.8,132,0,0,0,0,0,0,0,0,4.8,165
2011,4,15,19,36,0,-109.15,31.25,0,16,0,0,0,3.2,132,0,0,0,0,0,0,0,0,4.7,165
2011,4,18,17,49,0,-109.64,30.27,0,11,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2011,4,26,21,10,0,-111.45,27.57,0,13,0,0,0,5.4,132,0,0,0,0,0,0,0,0,5.6,165
2011,4,26,21,25,0,-92.73,15.87,0,194,0,0,0,5.1,132,0,0,0,0,0,0,0,0,5.4,165
2011,4,29,22,31,0,-113.19,28.81,0,8,0,0,0,5.1,132,0,0,0,0,0,0,0,0,5.4,165
2011,4,30,1,7,0,-105.45,30.58,0,20,0,0,0,4.4,132,0,0,0,0,0,0,0,0,5,165
2011,5,3,5,35,0,-105.81,31.2,0,5,0,0,0,3.6,132,0,0,0,0,0,0,0,0,4.7,165
2011,5,5,13,24,7,-98.802,16.701,0,31.5,0,0,0,0,0,0,0,5.7,156,0,0,0,0,5.7,164
2011,5,13,0,33,0,-96.42,18.82,0,31,0,0,0,3.4,132,0,0,0,0,0,0,0,0,4.7,165
2011,5,16,22,12,0,-90.52,15.7,0,17,0,0,0,3.6,132,0,0,0,0,0,0,0,0,4.7,165
2011,5,17,22,19,23,-108.848,23.599,0,1,0,4.1,119,0,0,0,0,0,0,0,0,0,0,4.2,166
2011,5,23,7,55,0,-90.15,15.1,0,12,0,0,0,3.4,132,0,0,0,0,0,0,0,0,4.7,165
2011,5,27,15,28,35,-87.99,16.027,0,1,0,4,119,0,0,0,0,0,0,0,0,0,0,4,166
2011,6,2,16,29,0,-101.51,18.47,0,20,0,0,0,5.1,132,0,0,0,0,0,0,0,0,5.4,165
2011,6,5,19,52,13,-109.927,19.76,0,35,0,0,0,0,0,0,0,4.9,156,0,0,0,0,4.9,164
2011,6,6,15,20,0,-97.14,15.01,0,20,0,0,0,4.4,132,0,0,0,0,0,0,0,0,5,165
2011,6,8,22,8,0,-101.32,17.38,0,14,0,0,0,3.8,132,0,0,0,0,0,0,0,0,4.8,165
2011,6,9,15,22,0,-115.71,33,0,16,0,0,0,3.9,132,0,0,0,0,0,0,0,0,4.8,165
2011,6,11,18,51,0,-103.76,17.38,0,338,0,0,0,3.9,132,0,0,0,0,0,0,0,0,4.8,165
2011,6,11,18,51,56.4,-104.782,15.466,0,10,0,4.3,128,0,0,0,0,0,0,0,0,0,0,4.4,166
2011,6,14,17,10,5,-87.187,13.121,0,158.7,0,4.1,120,0,0,0,0,0,0,0,0,0,0,4.2,166
2011,6,18,21,32,59,-112.846,26.579,0,10,0,4,123,0,0,0,0,0,0,0,0,0,0,4,166
2011,6,19,0,20,56,-88.682,14.272,0,1,0,4.1,119,0,0,0,0,0,0,0,0,0,0,4.2,166
2011,6,23,17,5,0,-102.14,17.76,0,20,0,0,0,3.4,132,0,0,0,0,0,0,0,0,4.7,165
2011,6,25,0,41,0,-99.36,21.32,0,8,0,0,0,4.1,132,0,0,0,0,0,0,0,0,4.9,165
2011,7,9,12,42,0,-96.41,15.87,0,27,0,0,0,5.3,132,0,0,0,0,0,0,0,0,5.5,165
2011,7,17,20,10,0,-93.36,17.76,0,72,0,0,0,3.6,132,0,0,0,0,0,0,0,0,4.7,165
2011,7,18,12,12,0,-94.21,13.86,0,22,0,0,0,3.2,132,0,0,0,0,0,0,0,0,4.7,165
2011,7,27,2,28,0,-101.69,26.23,0,9,0,0,0,3.9,132,0,0,0,0,0,0,0,0,4.8,165
2011,7,29,9,6,0,-105.76,27.74,0,3,0,0,0,3.9,132,0,0,0,0,0,0,0,0,4.8,165
2011,7,30,17,48,0,-100.7,18.36,0,62,0,0,0,3.2,132,0,0,0,0,0,0,0,0,4.7,165
2011,8,1,4,1,0,-107.61,26.97,0,10,0,0,0,3.8,132,0,0,0,0,0,0,0,0,4.8,165
2011,8,3,15,9,0,-92.84,17.55,0,30,0,0,0,3.2,132,0,0,0,0,0,0,0,0,4.7,165
2011,8,13,7,33,0,-94.9,14.42,0,18,0,0,0,6.3,132,0,0,0,0,0,0,0,0,6.3,165
2011,8,15,12,58,4,-85.307,15.906,0,10,0,4.6,123,0,0,0,0,0,0,0,0,0,0,4.9,166
2011,8,24,15,39,0,-105.45,18.72,0,16,0,0,0,4.4,132,0,0,0,0,0,0,0,0,5,165
2011,8,28,0,44,0,-105.28,19.49,0,16,0,0,0,4.1,132,0,0,0,0,0,0,0,0,4.9,165
2011,8,30,4,44,0,-96.27,15.05,0,16,0,0,0,3.2,132,0,0,0,0,0,0,0,0,4.7,165
2011,9,2,15,55,0,-105.87,20.62,0,20,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2011,9,5,16,58,0,-106.93,25.06,0,5,0,0,0,4.8,132,0,0,0,0,0,0,0,0,5.2,165
2011,9,6,17,25,0,-93.79,16.29,0,111,0,0,0,5.1,132,0,0,0,0,0,0,0,0,5.4,165
2011,9,8,20,15,0,-102.26,18.64,0,64,0,0,0,3.6,132,0,0,0,0,0,0,0,0,4.7,165
2011,9,10,22,7,0,-112.34,28.14,0,13,0,0,0,4.8,132,0,0,0,0,0,0,0,0,5.2,165
2011,9,11,12,27,44,-100.831,32.884,0,0.5,0,4.6,120,0,0,0,0,0,0,0,0,0,0,4.9,166
2011,9,19,18,33,55.9,-90.238,14.186,0,9,0,0,0,0,0,0,0,5.6,163,0,0,0,0,5.6,164
2011,9,22,14,16,0,-106.68,21.76,0,16,0,0,0,3.9,132,0,0,0,0,0,0,0,0,4.8,165
2011,9,23,2,59,0,-100.13,16.97,0,5,0,0,0,4.8,132,0,0,0,0,0,0,0,0,5.2,165
2011,9,23,17,14,0,-95.64,17.3,0,105,0,0,0,5,132,0,0,0,0,0,0,0,0,5.3,165
2011,9,28,10,51,0,-96.64,19.76,0,23,0,0,0,3.6,132,0,0,0,0,0,0,0,0,4.7,165
2011,10,11,13,25,0,-115.86,32.37,0,16,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2011,10,11,15,16,0,-110.76,25,0,20,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2011,10,12,1,44,0,-113.81,29.43,0,7,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2011,10,12,10,54,0,-106.32,18.6,0,5,0,0,0,4.6,132,0,0,0,0,0,0,0,0,5.1,165
2011,10,13,8,8,0,-110.16,24.53,0,20,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2011,10,13,15,57,0,-116.07,31.8,0,10,0,0,0,3.9,132,0,0,0,0,0,0,0,0,4.8,165
2011,10,14,16,25,0,-114.31,31.12,0,5,0,0,0,3.8,132,0,0,0,0,0,0,0,0,4.8,165
2011,10,20,12,24,42,-98.149,28.848,0,14.2,0,4.8,120,4.1,131,0,0,0,0,0,0,0,0,4.9,165
2011,10,21,11,15,0,-91.74,16.4,0,50,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2011,10,21,13,17,0,-112.35,24.64,0,10,0,0,0,4.3,132,0,0,0,0,0,0,0,0,5,165
2011,10,28,14,59,0,-90.41,16.42,0,20,0,0,0,3.4,132,0,0,0,0,0,0,0,0,4.7,165
2011,10,29,1,50,0,-106.36,21.39,0,16,0,0,0,3.9,132,0,0,0,0,0,0,0,0,4.8,165
2011,10,31,18,51,0,-103.55,16.78,0,10,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2011,11,1,12,32,0.4,-109.205,19.831,0,10,0,0,0,0,0,0,0,6.3,163,0,0,0,0,6.3,164
2011,11,2,20,28,0,-117.06,31.99,0,23,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2011,11,4,2,39,35.8,-109.46,19.045,0,10,0,4.1,128,0,0,0,0,0,0,0,0,0,0,4.2,166
2011,11,6,22,57,0,-114.32,31.57,0,16,0,0,0,3.2,132,0,0,0,0,0,0,0,0,4.7,165
2011,11,10,3,38,0,-96.54,18.15,0,86,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2011,11,15,23,59,0,-101.09,16.59,0,17,0,0,0,3.2,132,0,0,0,0,0,0,0,0,4.7,165
2011,11,16,9,1,0,-115.65,31.02,0,5,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2011,11,17,13,30,57,-92,13.919,0,34.7,0,0,0,0,0,0,0,5.8,156,0,0,0,0,5.8,164
2011,11,22,4,27,0,-97.73,19.29,0,12,0,0,0,3.2,132,0,0,0,0,0,0,0,0,4.7,165
2011,11,24,21,13,10,-87.923,13.32,0,6.8,0,5.1,120,4.4,131,0,0,0,0,0,0,0,0,5,165
2011,11,29,13,40,44.9,-87.021,15.708,0,8.3,0,4.2,128,0,0,0,0,0,0,0,0,0,0,4.3,166
2011,12,2,19,36,0,-91.24,16.05,0,10,0,0,0,4.6,132,0,0,0,0,0,0,0,0,5.1,165
2011,12,4,15,35,0,-111.78,26.29,0,16,0,0,0,5.1,132,0,0,0,0,0,0,0,0,5.4,165
2011,12,5,10,19,0,-110.94,26.83,0,8,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2011,12,5,15,57,0,-107.91,19.49,0,10,0,0,0,3.4,132,0,0,0,0,0,0,0,0,4.7,165
2011,12,8,11,4,0,-101.43,24.92,0,6,0,0,0,3.4,132,0,0,0,0,0,0,0,0,4.7,165
2011,12,8,14,6,31,-89.545,13.677,0,1,0,0,0,4.2,130,0,0,0,0,0,0,0,0,4.9,165
2011,12,9,5,22,26,-108.796,21.428,0,10,0,4.3,120,0,0,0,0,0,0,0,0,0,0,4.4,166
2011,12,10,14,8,0,-86.18,16.87,0,34,0,0,0,4.8,132,0,0,0,0,0,0,0,0,5.2,165
2011,12,11,1,47,25.9,-99.96,17.84,47,54,47,6.1,67,0,0,0,0,6.5,78,0,0,0,0,6.5,164
2011,12,15,9,1,0,-94.3,15.81,0,48,0,0,0,3.2,132,0,0,0,0,0,0,0,0,4.7,165
2011,12,17,7,8,35,-103.856,18.051,0,11.1,0,4.7,120,0,0,0,0,0,0,0,0,0,0,5,166
2011,12,20,1,54,0,-93.42,13.81,0,14,0,0,0,5.1,132,0,0,0,0,0,0,0,0,5.4,165
2011,12,21,11,52,0,-97.63,13.77,0,5,0,0,0,3.2,132,0,0,0,0,0,0,0,0,4.7,165
2011,12,29,5,19,0,-91.28,14.95,0,10,0,0,0,4.6,132,0,0,0,0,0,0,0,0,5.1,165
2012,1,11,2,30,0,-103.58,19.083,0,5,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2012,1,15,6,5,0,-91.604,18.031,0,25,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2012,1,18,12,39,0,-95.099,17.924,0,171.1,0,0,0,3.9,132,0,0,0,0,0,0,0,0,4.8,165
2012,1,18,19,55,0,-94.496,18.238,0,48,0,0,0,5,132,0,0,0,0,0,0,0,0,5.3,165
2012,1,19,1,38,0,-114.786,29.529,0,29,0,0,0,3.4,132,0,0,0,0,0,0,0,0,4.7,165
2012,1,21,18,47,13,-93.142,14.933,0,63.5,0,5.9,120,0,0,0,0,6.2,163,0,0,0,0,6.2,164
2012,2,2,18,56,0,-101.625,19.029,0,107.4,0,0,0,3.4,132,0,0,0,0,0,0,0,0,4.7,165
2012,2,7,16,16,41,-87.61,14.944,0,10.3,0,4.5,123,0,0,0,0,0,0,0,0,0,0,4.7,166
2012,2,9,9,21,0,-97.191,16.07,0,11.3,0,0,0,4.4,132,0,0,0,0,0,0,0,0,5,165
2012,2,10,8,9,0,-102.35,17.068,0,1.3,0,0,0,3.2,132,0,0,0,0,0,0,0,0,4.7,165
2012,2,12,5,55,0,-96.507,17.361,0,95.6,0,0,0,4.1,132,0,0,0,0,0,0,0,0,4.9,165
2012,2,14,6,52,0,-96.091,19.273,0,16.1,0,0,0,4.3,132,0,0,0,0,0,0,0,0,5,165
2012,2,14,10,9,0,-115.058,32.191,0,9.2,0,0,0,5,132,0,0,0,0,0,0,0,0,5.3,165
2012,2,16,10,51,0,-103.194,19.333,0,111.7,0,0,0,3.2,132,0,0,0,0,0,0,0,0,4.7,165
2012,2,18,1,34,0,-95.669,15.264,0,16.1,0,0,0,5.3,132,0,0,0,0,0,0,0,0,5.5,165
2012,2,19,9,13,38.5,-108.372,19.234,0,10,0,4.8,128,0,0,0,0,0,0,0,0,0,0,5.1,166
2012,2,22,9,50,0,-101.864,16.69,0,10,0,0,0,3.2,132,0,0,0,0,0,0,0,0,4.7,165
2012,2,23,17,26,0,-92.37,17.275,0,69.9,0,0,0,3.4,132,0,0,0,0,0,0,0,0,4.7,165
2012,2,27,7,12,0,-107.868,27.719,0,39.4,0,0,0,3.6,132,0,0,0,0,0,0,0,0,4.7,165
2012,3,1,17,12,0,-89.493,11.965,0,15.3,0,0,0,3.8,132,0,0,0,0,0,0,0,0,4.8,165
2012,3,6,2,32,0,-110.432,20.122,0,5,0,0,0,4.3,132,0,0,0,0,0,0,0,0,5,165
2012,3,8,22,39,0,-100.432,24.357,0,20,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2012,3,17,8,45,0,-104.082,19.775,0,3.4,0,0,0,3.4,132,0,0,0,0,0,0,0,0,4.7,165
2012,3,20,18,2,48.1,-98.457,16.264,47,18,47,6.5,90,7.6,67,0,0,7.5,78,0,0,0,0,7.5,164
2012,3,20,18,21,21,-97.125,17.733,0,10,0,4.6,123,0,0,0,0,0,0,0,0,0,0,4.9,166
2012,3,21,2,7,37,-99.05,15.62,0,10,0,4.6,128,0,0,0,0,0,0,0,0,0,0,4.9,166
2012,4,2,18,28,29,-107.642,18.885,0,16,0,4.7,120,4.3,131,0,0,0,0,0,0,0,0,5,165
2012,4,4,2,28,0,-93.029,20.03,0,13.2,0,0,0,3.2,132,0,0,0,0,0,0,0,0,4.7,165
2012,4,4,6,10,0,-92.942,19.532,0,5,0,0,0,3.4,132,0,0,0,0,0,0,0,0,4.7,165
2012,4,4,6,10,54,-92.624,18.438,0,10,0,4.2,120,0,0,0,0,0,0,0,0,0,0,4.3,166
2012,4,7,15,30,0,-108.252,21.189,0,2.7,0,0,0,4.4,132,0,0,0,0,0,0,0,0,5,165
2012,4,7,15,30,36,-107.715,21.889,0,10,0,0,0,0,0,0,0,5,156,0,0,0,0,5,164
2012,4,11,4,7,0,-97.718,15.754,0,12.5,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2012,4,11,22,55,10.2,-103.068,17.922,47,20,47,0,0,0,0,0,0,6.7,78,0,0,0,0,6.7,164
2012,4,12,7,15,46.8,-113.164,28.828,47,5,47,0,0,0,0,0,0,7.1,78; 91,0,0,0,0,7.1,164
2012,4,15,5,32,0,-91.324,17.1,0,117.8,0,0,0,4.8,132,0,0,0,0,0,0,0,0,5.2,165
2012,4,18,20,10,0,-100.936,23.735,0,10,0,0,0,4.1,132,0,0,0,0,0,0,0,0,4.9,165
2012,4,22,18,12,0,-104.638,19.263,0,8,0,0,0,5,132,0,0,0,0,0,0,0,0,5.3,165
2012,4,23,0,19,49,-90.171,13.399,0,58,0,5.2,123,0,0,0,0,0,0,0,0,0,0,5.7,166
2012,4,23,0,20,34.4,-89.211,15.766,0,10,0,5.2,128,0,0,0,0,0,0,0,0,0,0,5.7,166
2012,5,1,15,44,37,-108.466,21.934,0,10,0,0,0,0,0,0,0,5.5,156,0,0,0,0,5.5,164
2012,5,3,4,59,0,-109.465,20.66,0,15.4,0,0,0,5,132,0,0,0,0,0,0,0,0,5.3,165
2012,5,3,18,8,0,-85.547,17.269,0,20,0,0,0,4.6,132,0,0,0,0,0,0,0,0,5.1,165
2012,5,7,7,8,0,-108.765,22.593,0,16.1,0,0,0,4.1,132,0,0,0,0,0,0,0,0,4.9,165
2012,5,11,6,14,0,-88.417,15.832,0,10,0,0,0,4.1,132,0,0,0,0,0,0,0,0,4.9,165
2012,5,12,14,54,55,-110.012,23.947,0,1,0,0,0,4,130,0,0,0,0,0,0,0,0,4.9,165
2012,5,17,8,12,1,-94.394,31.936,0,10,0,4.5,120,4.6,131,0,0,0,0,0,0,0,0,5.1,165
2012,5,18,3,7,0,-103.443,20.258,0,1.6,0,0,0,4.1,132,0,0,0,0,0,0,0,0,4.9,165
2012,5,18,10,37,0,-117.288,33.146,0,10.4,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2012,5,21,11,3,0,-100.064,25.062,0,16.1,0,0,0,3.2,132,0,0,0,0,0,0,0,0,4.7,165
2012,5,23,11,49,0,-113.307,29.981,0,19.7,0,0,0,3.2,132,0,0,0,0,0,0,0,0,4.7,165
2012,5,29,0,27,0,-99.183,24.772,0,5,0,0,0,3.9,132,0,0,0,0,0,0,0,0,4.8,165
2012,5,30,6,49,0,-96.568,15.244,0,4.7,0,0,0,3.4,132,0,0,0,0,0,0,0,0,4.7,165
2012,5,30,21,24,0,-108.654,18.527,0,10,0,0,0,4.4,132,0,0,0,0,0,0,0,0,5,165
2012,6,6,8,15,0,-101.384,17.192,0,2.4,0,0,0,4.6,132,0,0,0,0,0,0,0,0,5.1,165
2012,6,15,14,12,0,-112.108,27.963,0,9.1,0,0,0,3.8,132,0,0,0,0,0,0,0,0,4.8,165
2012,6,25,1,52,0,-97.994,22.642,0,16,0,0,0,3.6,132,0,0,0,0,0,0,0,0,4.7,165
2012,6,26,17,19,4.2,-92.049,15.378,0,168.1,0,5.4,128,0,0,0,0,0,0,0,0,0,0,5.9,166
2012,6,27,3,37,0,-106.713,28.669,0,18.8,0,0,0,3.4,132,0,0,0,0,0,0,0,0,4.7,165
2012,6,30,15,52,0,-115.485,31.696,0,16.4,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2012,7,2,4,33,0,-90.365,15.995,0,15,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2012,7,4,4,49,0,-102.084,18.717,0,16.8,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2012,7,6,1,48,0,-105.066,18.416,0,16.1,0,0,0,3.4,132,0,0,0,0,0,0,0,0,4.7,165
2012,7,6,5,32,0,-96.548,19.471,0,17.4,0,0,0,3.6,132,0,0,0,0,0,0,0,0,4.7,165
2012,7,9,0,29,0,-98.818,19.27,0,14.6,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2012,7,26,9,35,0,-105.795,19.417,0,15,0,0,0,3.6,132,0,0,0,0,0,0,0,0,4.7,165
2012,7,26,17,49,0,-98.48,18.099,0,63.8,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2012,7,28,22,10,0,-94.082,17.15,0,153.2,0,0,0,3.6,132,0,0,0,0,0,0,0,0,4.7,165
2012,8,2,15,36,29,-89.105,14.516,0,1.2,0,4.7,120,0,0,0,0,0,0,0,0,0,0,5,166
2012,8,2,22,13,18.6,-109.391,24.999,0,10,0,4.8,128,0,0,0,0,0,0,0,0,0,0,5.1,166
2012,8,14,13,38,0,-94.919,16,0,65.5,0,0,0,3.8,132,0,0,0,0,0,0,0,0,4.8,165
2012,8,15,23,45,52.3,-89.215,13.148,0,56,0,0,0,0,0,0,0,5.5,163,0,0,0,0,5.5,164
2012,8,17,19,19,0,-95.975,17.015,0,113.6,0,0,0,3.8,132,0,0,0,0,0,0,0,0,4.8,165
2012,8,18,12,38,0,-94.728,15.371,0,16,0,0,0,5.1,132,0,0,0,0,0,0,0,0,5.4,165
2012,8,26,12,22,0,-94.918,20.158,0,15,0,0,0,3.2,132,0,0,0,0,0,0,0,0,4.7,165
2012,8,26,20,57,0,-115.474,33.087,0,17,0,0,0,5.6,132,0,0,0,0,0,0,0,0,5.7,165
2012,8,27,5,23,20,-114.017,30.685,0,14.3,0,5.2,123,0,0,0,0,0,0,0,0,0,0,5.7,166
2012,9,1,18,1,0,-92.773,16.229,0,256.7,0,0,0,5.3,132,0,0,0,0,0,0,0,0,5.5,165
2012,9,25,23,45,24.9,-110.173,24.666,0,10,0,0,0,0,0,0,0,6.3,163,0,0,0,0,6.3,164
2012,10,1,17,32,0,-106.884,18.687,0,5,0,0,0,5.3,132,0,0,0,0,0,0,0,0,5.5,165
2012,10,3,19,37,0,-94.215,13.773,0,50,0,0,0,3.4,132,0,0,0,0,0,0,0,0,4.7,165
2012,10,5,0,14,0,-102.259,19.446,0,16.1,0,0,0,3.8,132,0,0,0,0,0,0,0,0,4.8,165
2012,10,5,20,2,0,-108.58,23.711,0,1,0,0,0,5.3,132,0,0,0,0,0,0,0,0,5.5,165
2012,10,8,0,23,56,-88.661,15.376,0,1,0,4,119,0,0,0,0,0,0,0,0,4,146,4,166
2012,10,8,0,39,0,-116.562,33.128,0,16.3,0,0,0,3.8,132,0,0,0,0,0,0,0,0,4.8,165
2012,10,13,20,41,0,-113.055,25.162,0,8.7,0,0,0,4.1,132,0,0,0,0,0,0,0,0,4.9,165
2012,10,14,11,53,46,-87.212,13.845,0,1,0,4,119,0,0,0,0,0,0,0,0,0,0,4,166
2012,10,20,21,55,0,-90.344,18.081,0,5,0,0,0,3.2,132,0,0,0,0,0,0,0,0,4.7,165
2012,10,22,23,35,0,-97.701,17.837,0,64.8,0,0,0,3.9,132,0,0,0,0,0,0,0,0,4.8,165
2012,10,23,0,21,11,-89.836,14.285,0,250.2,0,4.5,123,0,0,0,0,0,0,0,0,0,0,4.7,166
